Any["P167", 35, 50],Any["P030", 120, 48],Any["P035", 125, 50],Any["P028", 156, 47],Any["P116", 197, 46],Any["P126", 244, 48],Any["P055", 307, 46],Any["P017", 370, 52],Any["P182", 397, 46],Any["P129", 525, 59],Any["P106", 745, 49],Any["P183", 775, 57]
Any["P093", 88, 48],Any["P020", 103, 47],Any["P066", 130, 58],Any["P044", 200, 59],Any["P080", 257, 75],Any["P181", 289, 60],Any["P107", 376, 82],Any["P072", 495, 51],Any["P034", 550, 55]
Any["P088", 49, 50],Any["P005", 103, 58],Any["P198", 109, 56],Any["P180", 131, 51],Any["P139", 193, 46],Any["P067", 271, 47],Any["P150", 423, 90],Any["P158", 438, 49],Any["P108", 460, 50],Any["P046", 660, 73]
Any["P087", 59, 47],Any["P048", 124, 69],Any["P094", 161, 53],Any["P071", 230, 57],Any["P192", 234, 60],Any["P062", 266, 48],Any["P014", 406, 87],Any["P156", 460, 49],Any["P128", 728, 52],Any["P137", 880, 60],Any["P038", 1574, 61]
Any["P004", 62, 51],Any["P010", 98, 68],Any["P189", 122, 58],Any["P068", 181, 50],Any["P140", 242, 78],Any["P196", 279, 55],Any["P193", 379, 56],Any["P178", 487, 84],Any["P077", 687, 71]
Any["P098", 33, 46],Any["P100", 67, 57],Any["P074", 147, 58],Any["P179", 172, 70],Any["P176", 201, 73],Any["P024", 297, 48],Any["P045", 324, 60],Any["P136", 456, 55],Any["P200", 889, 60]
Any["P127", 36, 47],Any["P114", 68, 74],Any["P177", 140, 51],Any["P050", 189, 49],Any["P075", 223, 47],Any["P119", 318, 46],Any["P104", 379, 48],Any["P058", 411, 52],Any["P164", 941, 79]
Any["P031", 40, 47],Any["P096", 82, 53],Any["P057", 121, 61],Any["P151", 137, 54],Any["P023", 246, 57],Any["P131", 252, 58],Any["P155", 377, 53],Any["P166", 507, 46],Any["P148", 679, 46],Any["P051", 914, 50],Any["P012", 1051, 48]
Any["P069", 34, 47],Any["P025", 83, 46],Any["P015", 173, 63],Any["P145", 220, 48],Any["P063", 271, 47],Any["P047", 292, 65],Any["P132", 294, 49]
Any["P163", 53, 58],Any["P175", 101, 47],Any["P003", 136, 60],Any["P141", 156, 73],Any["P089", 217, 54],Any["P097", 258, 46],Any["P085", 394, 63],Any["P170", 429, 50],Any["P144", 1290, 49]
Any["P013", 49, 60],Any["P039", 76, 86],Any["P006", 138, 46],Any["P197", 211, 54],Any["P027", 277, 56],Any["P032", 314, 66],Any["P162", 387, 62],Any["P173", 468, 54],Any["P191", 1080, 52],Any["P109", 1307, 66]
Any["P040", 59, 48],Any["P161", 65, 83],Any["P105", 132, 46],Any["P019", 143, 46],Any["P172", 247, 57],Any["P143", 295, 62],Any["P060", 367, 49],Any["P056", 418, 59],Any["P033", 569, 64],Any["P059", 588, 48],Any["P009", 628, 48],Any["P007", 708, 73]
Any["P029", 37, 47],Any["P160", 55, 50],Any["P008", 182, 56],Any["P171", 222, 93],Any["P018", 246, 51],Any["P186", 316, 55],Any["P086", 401, 61],Any["P147", 488, 47],Any["P021", 520, 53]
Any["P157", 55, 54],Any["P076", 95, 59],Any["P082", 144, 70],Any["P174", 164, 53],Any["P041", 251, 57],Any["P153", 290, 46],Any["P084", 344, 65],Any["P169", 435, 61],Any["P165", 1831, 74],Any["P121", 2145, 50]
Any["P154", 32, 50],Any["P123", 121, 57],Any["P122", 144, 67],Any["P002", 202, 57],Any["P022", 281, 52],Any["P064", 315, 48],Any["P053", 366, 55],Any["P081", 420, 47],Any["P135", 570, 51],Any["P168", 1016, 61]
Any["P070", 58, 46],Any["P142", 62, 48],Any["P125", 124, 49],Any["P090", 230, 67],Any["P101", 246, 48],Any["P026", 286, 47],Any["P195", 319, 62],Any["P079", 321, 47],Any["P001", 490, 56],Any["P120", 612, 98],Any["P152", 622, 62],Any["P118", 1278, 119]
Any["P092", 58, 53],Any["P043", 87, 66],Any["P102", 121, 60],Any["P099", 236, 60],Any["P103", 277, 70],Any["P115", 281, 58],Any["P078", 369, 53],Any["P194", 432, 74],Any["P111", 583, 54],Any["P016", 851, 158],Any["P199", 882, 48]
Any["P133", 49, 49],Any["P188", 64, 53],Any["P185", 163, 72],Any["P065", 189, 47],Any["P134", 246, 56],Any["P130", 327, 51],Any["P011", 392, 65],Any["P117", 515, 68],Any["P159", 552, 48],Any["P184", 696, 73],Any["P042", 1041, 67]
Any["P149", 106, 49],Any["P146", 129, 54],Any["P187", 141, 53],Any["P061", 159, 61],Any["P110", 186, 47],Any["P073", 285, 51],Any["P049", 287, 52],Any["P036", 374, 55],Any["P095", 880, 49],Any["P190", 1246, 66]
Any["P124", 45, 46],Any["P138", 66, 53],Any["P083", 88, 53],Any["P091", 103, 49],Any["P052", 168, 48],Any["P054", 273, 55],Any["P037", 338, 46],Any["P113", 624, 73],Any["P112", 740, 54]
